month,Pop,PfPR U5,year,Run_Number,Habitat_Multiplier,admin_name
8,976.2666666667,0.003175361922972,2014,0,0.025118864315095794,GG
9,980.3333333333,0.003162189731384,2014,0,0.025118864315095794,GG
10,977.1666666667,0.003138325089545,2014,0,0.025118864315095794,GG
11,979.9333333333,0.001666780053065,2014,0,0.025118864315095794,GG
12,983.0333333333,0.001220711403479,2014,0,0.025118864315095794,GG
1,975.1666666667,0.0,2015,0,0.025118864315095794,GG
2,971.6,0.0007890764374914,2015,0,0.025118864315095794,GG
3,980.4666666667,0.0006799483239274,2015,0,0.025118864315095794,GG
4,981.0333333333,0.0009513777989195,2015,0,0.025118864315095794,GG
5,971.2,0.003397858319605,2015,0,0.025118864315095794,GG
6,963.1,0.0006575987263351,2015,0,0.025118864315095794,GG
7,958.8333333333,0.002120632713367,2015,0,0.025118864315095794,GG
8,952.2666666667,0.0008401008120975,2015,0,0.025118864315095794,GG
9,948.2666666667,0.00246062992126,2015,0,0.025118864315095794,GG
10,948.1,0.00450022852723,2015,0,0.025118864315095794,GG
11,942.9333333333,0.002191742081448,2015,0,0.025118864315095794,GG
12,937.1666666667,0.002205228525698,2015,0,0.025118864315095794,GG
1,926.4333333333,0.0006476450904904,2016,0,0.025118864315095794,GG
2,926.7333333333,3.596863534997e-05,2016,0,0.025118864315095794,GG
3,926.9333333333,0.0008271001150748,2016,0,0.025118864315095794,GG
4,923.0333333333,0.0007583691452096,2016,0,0.025118864315095794,GG
5,913.5333333333,0.00248120849449,2016,0,0.025118864315095794,GG
6,906.1333333333,0.001213949381989,2016,0,0.025118864315095794,GG
7,902.4,0.0007757092198582,2016,0,0.025118864315095794,GG
8,906.8666666667,0.0003308093802838,2016,0,0.025118864315095794,GG
9,909.6666666667,0.0,2016,0,0.025118864315095794,GG
10,909.8333333333,0.0,2016,0,0.025118864315095794,GG
11,917.6666666667,0.0,2016,0,0.025118864315095794,GG
12,925.7333333333,0.001908396946565,2016,0,0.025118864315095794,GG
1,937.8333333333,0.001030744624134,2017,0,0.025118864315095794,GG
2,950.4,0.0008066778900112,2017,0,0.025118864315095794,GG
3,952.0,0.0009803921568627,2017,0,0.025118864315095794,GG
4,952.2666666667,0.000560067208065,2017,0,0.025118864315095794,GG
5,952.0,0.002766106442577,2017,0,0.025118864315095794,GG
6,953.5333333333,0.000734111724813,2017,0,0.025118864315095794,GG
7,960.0,0.002881944444444,2017,0,0.025118864315095794,GG
8,972.3666666667,0.002502485345034,2017,0,0.025118864315095794,GG
9,980.5,0.0009858915519293,2017,0,0.025118864315095794,GG
10,988.4,0.0003035208417645,2017,0,0.025118864315095794,GG
11,980.7,0.0,2017,0,0.025118864315095794,GG
12,974.6666666667,0.002257181942544,2017,0,0.025118864315095794,GG
1,988.9,0.0,2010,1,0.025118864315095794,BB
2,990.9666666667,0.001513673517441,2010,1,0.025118864315095794,BB
3,983.9,0.002032726903141,2010,1,0.025118864315095794,BB
4,976.7333333333,0.001706368165995,2010,1,0.025118864315095794,BB
5,976.3333333333,0.004335950836463,2010,1,0.025118864315095794,BB
6,982.4,0.001900108577633,2010,1,0.025118864315095794,BB
7,983.1333333333,0.003322709703669,2010,1,0.025118864315095794,BB
8,985.7,0.002874437793784,2010,1,0.025118864315095794,BB
9,995.2666666667,0.003014267532989,2010,1,0.025118864315095794,BB
10,997.1,0.004947681610002,2010,1,0.025118864315095794,BB
11,985.7,0.002603902472017,2010,1,0.025118864315095794,BB
12,985.8,0.002536011361331,2010,1,0.025118864315095794,BB
1,987.0,0.0008443093549477,2011,1,0.025118864315095794,BB
2,984.1,0.002133929478712,2011,1,0.025118864315095794,BB
3,988.9,0.002123571645262,2011,1,0.025118864315095794,BB
4,986.5333333333,0.001148803892418,2011,1,0.025118864315095794,BB
5,985.0333333333,0.003282460830429,2011,1,0.025118864315095794,BB
6,982.3666666667,0.0007125648943029,2011,1,0.025118864315095794,BB
7,975.9,0.004781910714896,2011,1,0.025118864315095794,BB
8,971.5333333333,0.003842722843615,2011,1,0.025118864315095794,BB
9,970.3,0.002920059088254,2011,1,0.025118864315095794,BB
10,972.4333333333,0.003359270558393,2011,1,0.025118864315095794,BB
11,974.4,0.001094690749863,2011,1,0.025118864315095794,BB
12,971.5666666667,0.0034995025217,2011,1,0.025118864315095794,BB
1,976.4666666667,0.001911654263672,2012,1,0.025118864315095794,BB
2,967.1,0.0005170096163789,2012,1,0.025118864315095794,BB
3,956.1333333333,0.0,2012,1,0.025118864315095794,BB
4,956.5333333333,0.0001742403122386,2012,1,0.025118864315095794,BB
5,960.5666666667,0.001179859110941,2012,1,0.025118864315095794,BB
6,959.8,0.0003820240327846,2012,1,0.025118864315095794,BB
7,957.8,0.001461683023596,2012,1,0.025118864315095794,BB
8,967.2333333333,0.001516352483027,2012,1,0.025118864315095794,BB
9,974.0,0.0009582477754962,2012,1,0.025118864315095794,BB
10,967.3666666667,0.001895179352882,2012,1,0.025118864315095794,BB
11,962.9666666667,0.0007961507840354,2012,1,0.025118864315095794,BB
12,956.9333333333,0.001741674794482,2012,1,0.025118864315095794,BB
1,960.8333333333,0.001526452732003,2013,1,0.025118864315095794,BB
2,956.7333333333,0.002125287436416,2013,1,0.025118864315095794,BB
3,956.3333333333,0.003729522481701,2013,1,0.025118864315095794,BB
4,947.0,0.002147131291799,2013,1,0.025118864315095794,BB
5,940.7,0.004819106339251,2013,1,0.025118864315095794,BB
6,943.2666666667,0.002226305745989,2013,1,0.025118864315095794,BB
7,942.1666666667,0.002547320007076,2013,1,0.025118864315095794,BB
8,936.0333333333,0.001246394359175,2013,1,0.025118864315095794,BB
9,940.2,0.0007799758916543,2013,1,0.025118864315095794,BB
10,938.8333333333,0.002307828865613,2013,1,0.025118864315095794,BB
11,938.9,0.002059147229027,2013,1,0.025118864315095794,BB
12,943.2,0.005053717839977,2013,1,0.025118864315095794,BB
1,946.1,0.002184406158616,2014,1,0.025118864315095794,BB
2,948.0,0.002180028129395,2014,1,0.025118864315095794,BB
3,944.9,0.001340529862067,2014,1,0.025118864315095794,BB
4,944.5333333333,0.00102343308865,2014,1,0.025118864315095794,BB
5,943.6,0.0006358626536668,2014,1,0.025118864315095794,BB
6,937.6,0.0004977246871445,2014,1,0.025118864315095794,BB
7,939.5333333333,3.547860640034e-05,2014,1,0.025118864315095794,BB
8,930.4,3.582688449412e-05,2014,1,0.025118864315095794,BB
9,926.5666666667,0.0,2014,1,0.025118864315095794,BB
10,924.1,0.0,2014,1,0.025118864315095794,BB
11,918.3333333333,0.0,2014,1,0.025118864315095794,BB
12,910.6666666667,0.001281112737921,2014,1,0.025118864315095794,BB
1,921.9,0.0005423581733377,2015,1,0.025118864315095794,BB
2,926.9333333333,0.002265535097814,2015,1,0.025118864315095794,BB
3,926.5333333333,0.002482371564254,2015,1,0.025118864315095794,BB
4,928.9666666667,0.001399404356095,2015,1,0.025118864315095794,BB
5,937.6666666667,0.0001066477070743,2015,1,0.025118864315095794,BB
6,942.8333333333,3.535442814212e-05,2015,1,0.025118864315095794,BB
7,944.3,0.0006706908115359,2015,1,0.025118864315095794,BB
8,953.5666666667,0.0007690425420352,2015,1,0.025118864315095794,BB
9,947.7666666667,0.001653008827771,2015,1,0.025118864315095794,BB
10,945.6,0.002044557247603,2015,1,0.025118864315095794,BB
11,949.3333333333,0.001053370786517,2015,1,0.025118864315095794,BB
12,959.9666666667,0.001458383971666,2015,1,0.025118864315095794,BB
1,972.1333333333,0.0005486215882595,2016,1,0.025118864315095794,BB
2,978.5666666667,0.00112409306128,2016,1,0.025118864315095794,BB
3,979.2666666667,0.001633875689291,2016,1,0.025118864315095794,BB
4,977.7333333333,0.0009545888449475,2016,1,0.025118864315095794,BB
5,983.7,0.00254142523127,2016,1,0.025118864315095794,BB
6,987.3666666667,0.001181594139293,2016,1,0.025118864315095794,BB
7,992.8,0.003223207091056,2016,1,0.025118864315095794,BB
8,998.3333333333,0.002237061769616,2016,1,0.025118864315095794,BB
9,1001.3,0.0009987016878059,2016,1,0.025118864315095794,BB
10,1000.133333333,0.0009332089054793,2016,1,0.025118864315095794,BB
11,999.6333333333,0.0006669112007736,2016,1,0.025118864315095794,BB
12,999.9333333333,0.001800120008001,2016,1,0.025118864315095794,BB
1,1000.033333333,0.0,2017,1,0.025118864315095794,BB
2,998.5666666667,0.001368628367327,2017,1,0.025118864315095794,BB
3,989.2333333333,0.0009771877211308,2017,1,0.025118864315095794,BB
4,988.7666666667,0.0004719684455382,2017,1,0.025118864315095794,BB
5,989.4333333333,0.0,2017,1,0.025118864315095794,BB
6,989.2,0.0,2017,1,0.025118864315095794,BB
7,983.5333333333,0.001016742357487,2017,1,0.025118864315095794,BB
8,990.1,0.0004039995960004,2017,1,0.025118864315095794,BB
9,989.6,0.0003031527890057,2017,1,0.025118864315095794,BB
10,997.5,0.0002005012531328,2017,1,0.025118864315095794,BB
11,1002.666666667,0.0,2017,1,0.025118864315095794,BB
12,1006.433333333,0.001059848309211,2017,1,0.025118864315095794,BB
1,946.4333333333,0.02197724791322,2010,0,0.1,AA
2,948.9333333333,0.02198960236055,2010,0,0.1,AA
3,959.9666666667,0.02156324872391,2010,0,0.1,AA
4,967.3666666667,0.01650528927328,2010,0,0.1,AA
5,972.6666666667,0.01415352981494,2010,0,0.1,AA
6,970.5,0.01195260175167,2010,0,0.1,AA
7,966.8333333333,0.01672125495604,2010,0,0.1,AA
8,959.3666666667,0.01778951391543,2010,0,0.1,AA
9,954.3666666667,0.03094547867696,2010,0,0.1,AA
10,952.9,0.04995277573722,2010,0,0.1,AA
11,955.6,0.04663736570392,2010,0,0.1,AA
12,952.6,0.03649660578067,2010,0,0.1,AA
1,944.1666666667,0.02541924095322,2011,0,0.1,AA
2,937.2666666667,0.01771107475638,2011,0,0.1,AA
3,939.7,0.01638820900287,2011,0,0.1,AA
4,936.9,0.01718433130537,2011,0,0.1,AA
5,937.3666666667,0.01521994239181,2011,0,0.1,AA
6,941.5,0.007966011683484,2011,0,0.1,AA
7,947.1333333333,0.00953755191103,2011,0,0.1,AA
8,949.3,0.01067453211138,2011,0,0.1,AA
9,951.4666666667,0.02501401345291,2011,0,0.1,AA
10,957.5333333333,0.03714405068579,2011,0,0.1,AA
11,956.4666666667,0.04676935944797,2011,0,0.1,AA
12,951.1333333333,0.0392864652695,2011,0,0.1,AA
1,952.4666666667,0.02306292433681,2012,0,0.1,AA
2,942.5666666667,0.02277469321357,2012,0,0.1,AA
3,944.4666666667,0.02594056610433,2012,0,0.1,AA
4,944.0333333333,0.02263338158963,2012,0,0.1,AA
5,949.9,0.02126539635751,2012,0,0.1,AA
6,941.3,0.01558128828925,2012,0,0.1,AA
7,936.9333333333,0.02458374839903,2012,0,0.1,AA
8,935.8666666667,0.02924205727312,2012,0,0.1,AA
9,939.5,0.03909881142452,2012,0,0.1,AA
10,941.9333333333,0.05739967442848,2012,0,0.1,AA
11,944.0666666667,0.06200127109667,2012,0,0.1,AA
12,952.4666666667,0.04756071953524,2012,0,0.1,AA
1,956.5333333333,0.03021327014218,2013,0,0.1,AA
2,957.1,0.02134921464145,2013,0,0.1,AA
3,960.0,0.02027777777778,2013,0,0.1,AA
4,966.1333333333,0.01469776428374,2013,0,0.1,AA
5,963.1666666667,0.01000173040318,2013,0,0.1,AA
6,964.5666666667,0.008915920793448,2013,0,0.1,AA
7,968.1333333333,0.01411651287701,2013,0,0.1,AA
8,976.8,0.01501501501502,2013,0,0.1,AA
9,974.1,0.02097662799849,2013,0,0.1,AA
10,979.5333333333,0.02633907302797,2013,0,0.1,AA
11,976.7333333333,0.02545901303665,2013,0,0.1,AA
12,966.7,0.01824075031895,2013,0,0.1,AA
1,960.5,0.01176470588235,2014,0,0.1,AA
2,961.4,0.009916094584287,2014,0,0.1,AA
3,956.4666666667,0.007562556632049,2014,0,0.1,AA
4,954.1666666667,0.002829694323144,2014,0,0.1,AA
5,950.2,0.008840244159124,2014,0,0.1,AA
6,942.3666666667,0.007640338155707,2014,0,0.1,AA
7,946.0333333333,0.01229695923329,2014,0,0.1,AA
8,942.9666666667,0.009084803280427,2014,0,0.1,AA
9,928.3333333333,0.01314183123878,2014,0,0.1,AA
10,918.7,0.0171619317151,2014,0,0.1,AA
11,914.4,0.01144648585593,2014,0,0.1,AA
12,920.1666666667,0.0133309183119,2014,0,0.1,AA
1,922.0666666667,0.009832983876798,2015,0,0.1,AA
2,921.8333333333,0.006978846501537,2015,0,0.1,AA
3,919.4,0.003444275251976,2015,0,0.1,AA
4,917.0,0.002471828426027,2015,0,0.1,AA
5,918.1,0.001452274625132,2015,0,0.1,AA
6,929.0,0.001112307140294,2015,0,0.1,AA
7,930.2666666667,0.004335674358607,2015,0,0.1,AA
8,939.0666666667,0.007028255004969,2015,0,0.1,AA
9,939.5666666667,0.008833859580658,2015,0,0.1,AA
10,949.0666666667,0.01791233492554,2015,0,0.1,AA
11,948.6666666667,0.01240337315531,2015,0,0.1,AA
12,940.5666666667,0.00868270900521,2015,0,0.1,AA
1,941.9,0.007184060586757,2016,0,0.1,AA
2,943.5,0.007949125596184,2016,0,0.1,AA
3,945.1,0.004655592000846,2016,0,0.1,AA
4,946.2333333333,0.002078416176419,2016,0,0.1,AA
5,947.3,0.0009148808895457,2016,0,0.1,AA
6,948.4333333333,0.0003866024672267,2016,0,0.1,AA
7,942.5,0.002440318302387,2016,0,0.1,AA
8,955.5666666667,0.002337182125789,2016,0,0.1,AA
9,958.7666666667,0.004032959009839,2016,0,0.1,AA
10,963.9333333333,0.003112248426586,2016,0,0.1,AA
11,969.9666666667,0.003195986116361,2016,0,0.1,AA
12,982.4666666667,0.00559815430549,2016,0,0.1,AA
1,984.3333333333,0.002742973247545,2017,0,0.1,AA
2,981.9666666667,0.0009165280559422,2017,0,0.1,AA
3,974.8,0.0007180960196963,2017,0,0.1,AA
4,976.2,0.0008536502082907,2017,0,0.1,AA
5,976.1,0.002117269405457,2017,0,0.1,AA
6,965.1333333333,0.0008289010154037,2017,0,0.1,AA
7,959.5666666667,0.002396915274256,2017,0,0.1,AA
8,959.1666666667,0.0009730668983493,2017,0,0.1,AA
9,955.1333333333,0.001779856215537,2017,0,0.1,AA
10,950.2,0.004560443415421,2017,0,0.1,AA
11,955.1666666667,0.002128773337986,2017,0,0.1,AA
12,959.8,0.002465791484337,2017,0,0.1,AA
1,963.6,0.3869863013699,2010,0,6.30957344480193,BB
2,976.1,0.4154628965611,2010,0,6.30957344480193,BB
3,981.4,0.453637660485,2010,0,6.30957344480193,BB
4,992.4,0.4634891844686,2010,0,6.30957344480193,BB
5,992.1666666667,0.4205274651436,2010,0,6.30957344480193,BB
6,988.8333333333,0.4421034889601,2010,0,6.30957344480193,BB
7,982.6333333333,0.615624681977,2010,0,6.30957344480193,BB
8,983.9666666667,0.6371489549104,2010,0,6.30957344480193,BB
9,982.6333333333,0.5938464669765,2010,0,6.30957344480193,BB
10,987.2,0.5721231766613,2010,0,6.30957344480193,BB
11,988.7,0.5166380095074,2010,0,6.30957344480193,BB
12,987.2,0.4339546191248,2010,0,6.30957344480193,BB
1,978.0333333333,0.3639616918305,2011,0,6.30957344480193,BB
2,983.0,0.3992878942014,2011,0,6.30957344480193,BB
3,986.1,0.4444444444444,2011,0,6.30957344480193,BB
4,990.5666666667,0.459299390921,2011,0,6.30957344480193,BB
5,993.6333333333,0.3994095742896,2011,0,6.30957344480193,BB
6,991.5,0.4219868885527,2011,0,6.30957344480193,BB
7,998.9,0.5954550005006,2011,0,6.30957344480193,BB
8,997.6666666667,0.6203140661544,2011,0,6.30957344480193,BB
9,996.8333333333,0.6118040461461,2011,0,6.30957344480193,BB
10,1001.7,0.5593823832818,2011,0,6.30957344480193,BB
11,1010.366666667,0.5185906106694,2011,0,6.30957344480193,BB
12,1007.4,0.4338892197737,2011,0,6.30957344480193,BB
1,1001.833333333,0.3826983862918,2012,0,6.30957344480193,BB
2,1003.066666667,0.3988767778812,2012,0,6.30957344480193,BB
3,999.5,0.4542271135568,2012,0,6.30957344480193,BB
4,1003.366666667,0.4663964652337,2012,0,6.30957344480193,BB
5,1014.8,0.3994218893706,2012,0,6.30957344480193,BB
6,1026.5,0.4373112518266,2012,0,6.30957344480193,BB
7,1032.8,0.5908210689388,2012,0,6.30957344480193,BB
8,1031.533333333,0.6213403994054,2012,0,6.30957344480193,BB
9,1037.0,0.595274831244,2012,0,6.30957344480193,BB
10,1039.433333333,0.5691242022897,2012,0,6.30957344480193,BB
11,1043.566666667,0.494905292746,2012,0,6.30957344480193,BB
12,1039.1,0.4228017835948,2012,0,6.30957344480193,BB
1,1029.766666667,0.3573625093063,2013,0,6.30957344480193,BB
2,1021.9,0.3645823139903,2013,0,6.30957344480193,BB
3,1024.966666667,0.4196884451527,2013,0,6.30957344480193,BB
4,1026.966666667,0.42546009283,2013,0,6.30957344480193,BB
5,1031.8,0.3831491891193,2013,0,6.30957344480193,BB
6,1031.766666667,0.3987335637903,2013,0,6.30957344480193,BB
7,1029.9,0.5696345923552,2013,0,6.30957344480193,BB
8,1031.9,0.6071970798204,2013,0,6.30957344480193,BB
9,1040.7,0.5847026040165,2013,0,6.30957344480193,BB
10,1043.5,0.5475802587446,2013,0,6.30957344480193,BB
11,1035.1,0.4754774095901,2013,0,6.30957344480193,BB
12,1032.766666667,0.3966045896137,2013,0,6.30957344480193,BB
1,1031.366666667,0.3363821466662,2014,0,6.30957344480193,BB
2,1035.0,0.3419323671498,2014,0,6.30957344480193,BB
3,1036.2,0.3885993694911,2014,0,6.30957344480193,BB
4,1037.066666667,0.4191308819748,2014,0,6.30957344480193,BB
5,1032.5,0.3629378531073,2014,0,6.30957344480193,BB
6,1025.7,0.3978096259465,2014,0,6.30957344480193,BB
7,1013.933333333,0.5609507528437,2014,0,6.30957344480193,BB
8,1006.9,0.5986691826398,2014,0,6.30957344480193,BB
9,1001.666666667,0.5531780366057,2014,0,6.30957344480193,BB
10,996.8,0.5392589620118,2014,0,6.30957344480193,BB
11,1006.233333333,0.4788153841057,2014,0,6.30957344480193,BB
12,1002.4,0.3915270018622,2014,0,6.30957344480193,BB
1,1012.566666667,0.3067781545248,2015,0,6.30957344480193,BB
2,1020.6,0.3283362727807,2015,0,6.30957344480193,BB
3,1019.933333333,0.3569187528597,2015,0,6.30957344480193,BB
4,1020.333333333,0.3616138516825,2015,0,6.30957344480193,BB
5,1027.933333333,0.3351060380051,2015,0,6.30957344480193,BB
6,1028.833333333,0.3554835574275,2015,0,6.30957344480193,BB
7,1033.5,0.5079180777294,2015,0,6.30957344480193,BB
8,1030.233333333,0.5504901802181,2015,0,6.30957344480193,BB
9,1030.6,0.5244841192833,2015,0,6.30957344480193,BB
10,1031.033333333,0.5063205198668,2015,0,6.30957344480193,BB
11,1030.366666667,0.4630713985313,2015,0,6.30957344480193,BB
12,1028.1,0.3707486301592,2015,0,6.30957344480193,BB
1,1024.766666667,0.3065087987509,2016,0,6.30957344480193,BB
2,1021.6,0.309383972853,2016,0,6.30957344480193,BB
3,1023.633333333,0.3732456283174,2016,0,6.30957344480193,BB
4,1019.5,0.3628903057054,2016,0,6.30957344480193,BB
5,1020.233333333,0.3299571993335,2016,0,6.30957344480193,BB
6,1016.1,0.3551815766165,2016,0,6.30957344480193,BB
7,1009.333333333,0.4762879788639,2016,0,6.30957344480193,BB
8,1008.2,0.535012894267,2016,0,6.30957344480193,BB
9,1011.366666667,0.5182096832669,2016,0,6.30957344480193,BB
10,1013.633333333,0.4922555822289,2016,0,6.30957344480193,BB
11,1014.766666667,0.4478862135795,2016,0,6.30957344480193,BB
12,1009.133333333,0.3512915372927,2016,0,6.30957344480193,BB
1,1002.066666667,0.2949570886834,2017,0,6.30957344480193,BB
2,998.9666666667,0.310087089993,2017,0,6.30957344480193,BB
3,989.3666666667,0.3419359186011,2017,0,6.30957344480193,BB
4,987.0,0.3531239446133,2017,0,6.30957344480193,BB
5,981.8,0.3137095131391,2017,0,6.30957344480193,BB
6,988.5,0.3496206373293,2017,0,6.30957344480193,BB
7,994.0,0.4679409792086,2017,0,6.30957344480193,BB
8,999.1333333333,0.4935277240275,2017,0,6.30957344480193,BB
9,1001.0,0.4943056943057,2017,0,6.30957344480193,BB
10,1002.366666667,0.4801968674138,2017,0,6.30957344480193,BB
11,1000.7,0.4174411245462,2017,0,6.30957344480193,BB
12,1005.066666667,0.3437914566198,2017,0,6.30957344480193,BB
1,906.9666666667,0.5310375243486,2010,0,25.118864315095795,DD
2,906.8333333333,0.5806285609263,2010,0,25.118864315095795,DD
3,902.5333333333,0.6091741763924,2010,0,25.118864315095795,DD
4,905.7666666667,0.6036138814264,2010,0,25.118864315095795,DD
5,905.1,0.5478216035061,2010,0,25.118864315095795,DD
6,902.4,0.610963356974,2010,0,25.118864315095795,DD
7,896.6333333333,0.7101007472397,2010,0,25.118864315095795,DD
8,900.7666666667,0.6756836768679,2010,0,25.118864315095795,DD
9,895.6,0.6413949679917,2010,0,25.118864315095795,DD
10,887.6666666667,0.6499436725498,2010,0,25.118864315095795,DD
11,895.2333333333,0.6174181777563,2010,0,25.118864315095795,DD
12,903.4666666667,0.5545306965762,2010,0,25.118864315095795,DD
1,915.1,0.532655811751,2011,0,25.118864315095795,DD
2,917.8666666667,0.5813480534573,2011,0,25.118864315095795,DD
3,917.3333333333,0.6247456395349,2011,0,25.118864315095795,DD
4,916.4,0.6038483922596,2011,0,25.118864315095795,DD
5,907.5,0.555261707989,2011,0,25.118864315095795,DD
6,894.8333333333,0.5905755261687,2011,0,25.118864315095795,DD
7,896.7666666667,0.6967252722745,2011,0,25.118864315095795,DD
8,894.8333333333,0.6973365617433,2011,0,25.118864315095795,DD
9,893.1666666667,0.6657585370405,2011,0,25.118864315095795,DD
10,888.4666666667,0.6726194942598,2011,0,25.118864315095795,DD
11,886.5,0.6179733032525,2011,0,25.118864315095795,DD
12,883.2,0.5754076086957,2011,0,25.118864315095795,DD
1,874.7666666667,0.5295507373395,2012,0,25.118864315095795,DD
2,875.7,0.5682311293822,2012,0,25.118864315095795,DD
3,877.9333333333,0.6126888905764,2012,0,25.118864315095795,DD
4,879.7,0.5994088893941,2012,0,25.118864315095795,DD
5,885.1333333333,0.5572795059125,2012,0,25.118864315095795,DD
6,887.0666666667,0.593792274162,2012,0,25.118864315095795,DD
7,888.3333333333,0.675947467167,2012,0,25.118864315095795,DD
8,890.8666666667,0.6987577639752,2012,0,25.118864315095795,DD
9,896.4333333333,0.6594281039676,2012,0,25.118864315095795,DD
10,902.2333333333,0.6417778106181,2012,0,25.118864315095795,DD
11,908.0333333333,0.622921331816,2012,0,25.118864315095795,DD
12,920.0666666667,0.5716252445475,2012,0,25.118864315095795,DD
1,920.0,0.5336231884058,2013,0,25.118864315095795,DD
2,922.7666666667,0.553480475382,2013,0,25.118864315095795,DD
3,921.4,0.61160552782,2013,0,25.118864315095795,DD
4,918.8,0.5933101146423,2013,0,25.118864315095795,DD
5,917.4333333333,0.5490680521745,2013,0,25.118864315095795,DD
6,921.8666666667,0.6013523286086,2013,0,25.118864315095795,DD
7,915.5333333333,0.7085487511833,2013,0,25.118864315095795,DD
8,909.7666666667,0.6941340270399,2013,0,25.118864315095795,DD
9,907.9333333333,0.6485791908363,2013,0,25.118864315095795,DD
10,910.7666666667,0.6484280642682,2013,0,25.118864315095795,DD
11,920.9333333333,0.6337049370204,2013,0,25.118864315095795,DD
12,923.0,0.5671361502347,2013,0,25.118864315095795,DD
1,917.6333333333,0.5101892549675,2014,0,25.118864315095795,DD
2,917.1,0.5353832733617,2014,0,25.118864315095795,DD
3,916.7333333333,0.5807214020798,2014,0,25.118864315095795,DD
4,912.5,0.593095890411,2014,0,25.118864315095795,DD
5,913.6333333333,0.5276733919515,2014,0,25.118864315095795,DD
6,915.7666666667,0.5758016962108,2014,0,25.118864315095795,DD
7,932.1,0.6637699817616,2014,0,25.118864315095795,DD
8,938.6666666667,0.6716974431818,2014,0,25.118864315095795,DD
9,944.1,0.6425519895491,2014,0,25.118864315095795,DD
10,944.3333333333,0.6378750441228,2014,0,25.118864315095795,DD
11,951.3666666667,0.5846326337549,2014,0,25.118864315095795,DD
12,956.7333333333,0.5173855480454,2014,0,25.118864315095795,DD
1,961.4333333333,0.4714488784107,2015,0,25.118864315095795,DD
2,961.9,0.5021311986693,2015,0,25.118864315095795,DD
3,961.6333333333,0.5369336892093,2015,0,25.118864315095795,DD
4,962.9333333333,0.5252007754085,2015,0,25.118864315095795,DD
5,964.2333333333,0.4845300238531,2015,0,25.118864315095795,DD
6,965.3333333333,0.5187845303867,2015,0,25.118864315095795,DD
7,962.7666666667,0.6424194162656,2015,0,25.118864315095795,DD
8,961.5,0.6471485526088,2015,0,25.118864315095795,DD
9,963.3666666667,0.5967959586173,2015,0,25.118864315095795,DD
10,966.3,0.5753906654248,2015,0,25.118864315095795,DD
11,975.3333333333,0.5712576896787,2015,0,25.118864315095795,DD
12,977.7,0.4947325355426,2015,0,25.118864315095795,DD
1,976.2,0.4781124086594,2016,0,25.118864315095795,DD
2,973.0333333333,0.5058065842212,2016,0,25.118864315095795,DD
3,970.6,0.5401469881173,2016,0,25.118864315095795,DD
4,975.0,0.5301196581197,2016,0,25.118864315095795,DD
5,968.7333333333,0.4880944188287,2016,0,25.118864315095795,DD
6,960.5,0.5276071490543,2016,0,25.118864315095795,DD
7,964.2,0.6041969162691,2016,0,25.118864315095795,DD
8,971.3333333333,0.6107069320522,2016,0,25.118864315095795,DD
9,972.8666666667,0.5820941547317,2016,0,25.118864315095795,DD
10,970.8333333333,0.5763433476395,2016,0,25.118864315095795,DD
11,970.7,0.5547199615398,2016,0,25.118864315095795,DD
12,973.1666666667,0.4884055488954,2016,0,25.118864315095795,DD
1,970.2666666667,0.4559914800055,2017,0,25.118864315095795,DD
2,964.9666666667,0.487857957097,2017,0,25.118864315095795,DD
3,964.0333333333,0.5161301476436,2017,0,25.118864315095795,DD
4,970.8333333333,0.5101802575107,2017,0,25.118864315095795,DD
5,971.3,0.4700916297745,2017,0,25.118864315095795,DD
6,956.0,0.5278242677824,2017,0,25.118864315095795,DD
7,952.3333333333,0.5945047252363,2017,0,25.118864315095795,DD
8,951.3333333333,0.5966713384723,2017,0,25.118864315095795,DD
9,949.6,0.5704858185903,2017,0,25.118864315095795,DD
10,949.2333333333,0.5838044737859,2017,0,25.118864315095795,DD
11,954.9666666667,0.5367028517575,2017,0,25.118864315095795,DD
12,954.1,0.4773783321105,2017,0,25.118864315095795,DD
1,905.6,0.3827664899882,2010,1,6.30957344480193,DD
2,912.4666666667,0.4061883539125,2010,1,6.30957344480193,DD
3,911.2,0.4646619841967,2010,1,6.30957344480193,DD
4,907.5666666667,0.4931869100525,2010,1,6.30957344480193,DD
5,909.3,0.4385791268008,2010,1,6.30957344480193,DD
6,902.0666666667,0.4530707264799,2010,1,6.30957344480193,DD
7,897.4333333333,0.5943988411395,2010,1,6.30957344480193,DD
8,896.5666666667,0.6391419117374,2010,1,6.30957344480193,DD
9,900.7,0.59934865475,2010,1,6.30957344480193,DD
10,899.7666666667,0.5979327973919,2010,1,6.30957344480193,DD
11,900.0666666667,0.5396266943189,2010,1,6.30957344480193,DD
12,898.3333333333,0.4752875695733,2010,1,6.30957344480193,DD
1,906.8666666667,0.4140630743218,2011,1,6.30957344480193,DD
2,900.5333333333,0.4183076695292,2011,1,6.30957344480193,DD
3,898.3333333333,0.4750278293135,2011,1,6.30957344480193,DD
4,888.6333333333,0.4876026857722,2011,1,6.30957344480193,DD
5,891.5666666667,0.4403484502935,2011,1,6.30957344480193,DD
6,885.8666666667,0.4405854906683,2011,1,6.30957344480193,DD
7,885.0,0.6098305084746,2011,1,6.30957344480193,DD
8,887.3666666667,0.6363772961196,2011,1,6.30957344480193,DD
